MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
Cambodia,H020101,1996-07-11,1996,7,11,30.6,7.41,77.5,13.3,0.727,0.243,0.33,0.04,0.94,0.195,0.139,0.298,0.09,0.04,6.53,1.3
Cambodia,H020101,1998-02-17,1998,2,17,29.4,7.05,8.0,8.0,0.389,0.286,0.2,0.04,0.623,0.067,0.171,0.38,0.03,0.03,4.14,5.0
Cambodia,H020101,2004-05-18,2004,5,18,30.4,6.55,10.0,21.5,1.178,0.4936,0.4235,0.0421,1.432,0.2,0.6198,0.01515,0.07858,0.0874,7.1884,4.4
Cambodia,H020101,1998-03-25,1998,3,25,30.6,7.35,10.0,11.6,0.602,0.357,0.25,0.05,0.901,0.126,0.161,0.23,0.01,0.03,5.55,5.2
Cambodia,H020101,2005-12-25,2005,12,25,25.0,6.79,71.0,8.3,0.572,0.091,0.279,0.0445,0.6895,0.085,0.13,0.021,0.0839,0.0127,7.033,4.288
Cambodia,H020101,2013-10-27,2013,10,27,30.0,6.6,54.99999999999991,8.93,0.4831042845594179,0.1862570735650768,0.173,0.0317,0.670225080385852,0.0984641279192089,0.1439312,0.062489,0.0478284999999999,0.1804187,5.968419678054899,2.816720257234727
Cambodia,H020101,2012-11-23,2012,11,23,30.3,6.48,34.0,10.27,0.4917073170731708,0.2965853658536586,0.2430381543372686,0.0275627242233004,0.7692821368948247,0.1294200848656294,0.1929878,0.0541403999999999,0.0849984,0.0268045,6.064668665872697,2.478688524590165
Cambodia,H020101,2007-01-25,2007,1,25,29.3,7.38,26.000078000000048,7.51,0.358,0.199,0.1772,0.0389,0.6137082601054482,0.0968688845401174,0.1077311154598825,0.0380885,0.102528,0.0729488,5.26266,7.720941176470589
Cambodia,H020101,1997-11-19,1997,11,19,28.6,7.24,32.0,8.0,0.506,0.208,0.19,0.05,0.718,0.065,0.127,0.09,0.09,0.01,5.15,3.5
Cambodia,H020101,2007-03-24,2007,3,24,30.9,6.74,23.000068999999968,8.9,0.3319999999999999,0.193,0.243,0.0504999999999999,0.5809859154929577,0.116697247706422,0.081902752293578,0.4037735,0.0495984,0.0625415,5.742343577751794,6.106430155210643
Cambodia,H020101,2004-02-20,2004,2,20,28.7,6.96,19.33,7.43,0.2945,0.2099,0.2614,0.0319,0.533,0.0678,0.1159,0.2266,0.0449,0.0885,7.642,4.44
Cambodia,H020101,1996-01-18,1996,1,18,27.8,7.19,29.0,7.8,0.403,0.182,0.18,0.04,0.629,0.078,0.061,0.157,0.01,0.02,4.53,3.6
Cambodia,H020101,2013-02-24,2013,2,24,29.9,6.97,37.00000000000002,8.56,0.310655090765588,0.2784530386740332,0.217,0.0271,0.5833548387096774,0.1233454495576435,0.181428,0.1598356,0.1360393,0.142044,3.860171011866174,4.526690391459073
Cambodia,H020101,2000-06-30,2000,6,30,28.6,7.46,86.0,11.6,0.665,0.223,0.229,0.04,0.632,0.111,0.068,0.271,0.028,0.06,6.874,1.836
Cambodia,H020101,1995-10-16,1995,10,16,29.8,7.21,13.8,9.8,0.579,0.222,0.15,0.03,0.845,0.066,0.048,0.074,0.02,0.02,3.8,2.1
Cambodia,H020101,2005-08-16,2005,8,16,27.8,7.3,110.0,8.2,0.461,0.279,0.1243,0.0292,0.576,0.059,0.198,0.226,0.02276,0.0701,8.921,1.188
Cambodia,H020101,2006-05-23,2006,5,23,30.1,6.83,76.0,10.6,0.4511,0.273,0.2892,0.044,0.808,0.127,0.099,0.1361,0.0054,0.113,7.0,2.185
Cambodia,H020101,2001-05-17,2001,5,17,31.6,6.98,34.0,8.5,0.31,0.193,0.33,0.06,0.533,0.0499,0.217,0.44,0.14,0.07,5.973,3.0
Cambodia,H020101,2005-09-18,2005,9,18,30.0,6.8,100.0,8.8,0.5699,0.1381,0.1565,0.03,0.677,0.068,0.115,0.232,0.0078,0.0374,7.316,2.4
Cambodia,H020101,2010-12-21,2010,12,21,28.5,6.72,37.33333333333329,8.53,0.2762448979591837,0.131265306122449,0.3770352,0.041818,0.4644670050761422,0.1265254845656855,0.2602774,0.0712611199999999,0.02,0.1045249999999999,6.89478784388758,6.315789473684212
Cambodia,H020101,2006-11-22,2006,11,22,29.5,6.59,31.0,7.5,0.38,0.18,0.1588,0.0319,0.637,0.074,0.108,0.0264,0.021621622,0.1197317,7.63,4.235294118
Cambodia,H020101,2006-07-18,2006,7,18,29.2,6.72,118.0,10.34,0.54,0.26,0.2231,0.0322,0.767,0.109,0.1236,0.1778,0.0196,0.1775,8.441,1.4911
Cambodia,H020101,2001-10-18,2001,10,18,31.2,7.24,20.66,9.61,0.2163,0.552,0.1476,0.0298,0.829,0.0191,0.185,0.0269,0.0345,0.009,4.4,2.384
Cambodia,H020101,1997-06-16,1997,6,16,30.6,7.43,54.0,15.4,0.794,0.495,0.35,0.04,1.008,0.221,0.331,0.21,0.03,0.02,5.07,3.1
Cambodia,H020101,2007-10-22,2007,10,22,28.4,7.33,34.000102,10.14,0.5507537688442212,0.2170854271356782,0.1863,0.03195,0.7665024630541873,0.0905743740795287,0.2088024,0.0407304,0.0349286999999999,0.0894104,6.443691058347133,1.8
Cambodia,H020101,2008-11-20,2008,11,20,28.5,7.01,101.0,8.61,0.45,0.1619999999999999,0.1637,0.0607,0.6270096463022506,0.0767844268204758,0.11109,0.0164545,0.0097323,0.0863966,7.451,1.8010233086981244
